lineduel_text.text was created: 04-07-2026 10:44:37
Filesize is: 252704 bytes

CardName
Group 0
10 - ジャン
11 - ジャン
20 - リリーパ族長老
21 - リリーパ族長老
30 - ディッグ
31 - ディッグ
40 - ヒ・エン
41 - ヒ・エン
50 - チ・モブ
51 - チ・モブ
60 - パティ
61 - パティ
70 - ゼノ
71 - ゼノ
80 - キャタドラン
81 - キャタドラン
90 - ヒツギ
91 - ヒツギ
100 - ヒ・ロガ
101 - ヒ・ロガ
110 - クラリスクレイス
111 - クラリスクレイス
120 - ヒューイ
121 - ヒューイ
130 - ハンス
131 - ハンス
140 - レダ
141 - レダ
150 - コフィー
151 - コフィー
160 - ロッティ
161 - ロッティ
170 - ラヴェール
171 - ラヴェール
180 - カブラカン
181 - カブラカン
190 - ティア
191 - ティア
200 - エコー
201 - エコー
210 - クーナ
211 - クーナ
220 - イオ
221 - イオ
230 - マリア
231 - マリア
240 - オーザ
241 - オーザ
250 - ロジオ
251 - ロジオ
260 - ウルク
261 - ウルク
270 - セラフィ
271 - セラフィ
280 - クロト
281 - クロト
290 - メルフォンシーナ
291 - メルフォンシーナ
300 - クーナ
301 - クーナ
310 - シャオ
311 - シャオ
320 - カトリ
321 - カトリ
330 - ルーサー
331 - ルーサー
340 - カスラ
341 - カスラ
350 - アフィン
351 - アフィン
360 - アークマ
361 - アークマ
370 - リリーパ族
371 - リリーパ族
380 - フーリエ
381 - フーリエ
390 - ジグ
391 - ジグ
400 - シエラ
401 - シエラ
410 - リサ
411 - リサ
420 - ルベルト
421 - ルベルト
430 - ニャウ
431 - ニャウ
440 - ゲッテムハルト
441 - ゲッテムハルト
450 - レギアス
451 - レギアス
460 - ゼノ
461 - ゼノ
470 - シオン
471 - シオン
480 - ライト
481 - ライト
490 - マルガレータ
491 - マルガレータ
500 - アキ
501 - アキ
510 - ラッピー
511 - ラッピー
520 - マールー
521 - マールー
530 - アザナミ
531 - アザナミ
540 - マトイ
541 - マトイ
550 - スクナヒメ
551 - スクナヒメ
560 - ハリエット
561 - ハリエット
570 - マザー
571 - マザー
580 - ドゥドゥ
581 - ドゥドゥ
590 - ダガン
591 - ダガン
600 - エル・ダガン
601 - エル・ダガン
610 - バルバラ
611 - バルバラ
620 - テオドール
621 - テオドール
630 - エル・アーダ
631 - エル・アーダ
640 - サラ
641 - サラ
650 - キュクロナーダ
651 - キュクロナーダ
660 - テオドール
661 - テオドール
670 - デコル・マリューダ
671 - デコル・マリューダ
680 - マトイ
681 - マトイ
690 - ハドレッド
691 - ハドレッド
700 - ダークファルス【巨躯】
701 - ダークファルス【巨躯】
710 - フィリア
711 - フィリア
720 - ジョーゼフ
721 - ジョーゼフ
730 - ２代目クラリスクレイス
731 - ２代目クラリスクレイス
740 - ファレグ
741 - ファレグ
750 - エリスン
751 - エリスン
760 - ルキアス
761 - ルキアス
770 - ヴィザー
771 - ヴィザー
780 - クラリスクレイスクローン
781 - クラリスクレイスクローン
790 - ラクーナ
791 - ラクーナ
800 - カマロッツ
801 - カマロッツ
810 - アダリー
811 - アダリー
820 - シロー
821 - シロー
830 - アンリ
831 - アンリ
840 - バローズ
841 - バローズ
850 - マコト
851 - マコト
860 - シェリー
861 - シェリー
870 - エコー
871 - エコー
880 - サンドール
881 - サンドール
890 - ベルジュ
891 - ベルジュ
900 - クラーク
901 - クラーク
910 - ダークファルス【若人】
911 - ダークファルス【若人】
920 - ルディス
921 - ルディス
930 - アイザック
931 - アイザック
940 - ガルース
941 - ガルース
950 - コ・レラ
951 - コ・レラ
960 - ニールス
961 - ニールス
970 - ヘレン
971 - ヘレン
980 - サイクロネーダ
981 - サイクロネーダ
990 - ベリャフ
991 - ベリャフ
1000 - ダークファルス【仮面】
1001 - ダークファルス【仮面】
1010 - アイナ
1011 - アイナ
1020 - タイヴァス
1021 - タイヴァス
1030 - グレン
1031 - グレン
1040 - ラン
1041 - ラン
1050 - トゥーリ
1051 - トゥーリ
1060 - アイナ
1061 - アイナ
1070 - マノン
1071 - マノン
1080 - カヌイ
1081 - カヌイ
1090 - クッカ
1091 - クッカ
1100 - アイナ
1101 - アイナ
1110 - イルマ
1111 - イルマ
1120 - ナーデレフ
1121 - ナーデレフ
1130 - メリ
1131 - メリ
1140 - マノン
1141 - マノン
1150 - ファリア
1151 - ファリア
1170 - モア
1171 - モア
1180 - アヴェンジャー
1181 - アヴェンジャー
1190 - アネット
1191 - アネット
1200 - スペース・ツナ
1201 - スペース・ツナ
1210 - リーン
1211 - リーン
1220 - ブルーノ
1221 - ブルーノ
1230 - ニレンカムイ
1231 - ニレンカムイ
1240 - アフタル
1241 - アフタル
1250 - カザミノタチ
1251 - カザミノタチ
1260 - ジェネ
1261 - ジェネ
1270 - ノクスカディナ
1271 - ノクスカディナ
1280 - ヤスミノコフ8000C
1281 - ヤスミノコフ8000C
1290 - シューティングドライブ
1291 - シューティングドライブ
1300 - ホルシード
1301 - ホルシード
1310 - ヤミガラス
1311 - ヤミガラス
1321 - 遠野志貴
1331 - アルクェイド・ブリュンスタッド
1340 - スゥ
1341 - スゥ
1350 - リコ
1351 - リコ
1360 - ファル
1361 - ファル
1370 - アナ
1371 - アナ
1380 - ブレイク
1381 - ブレイク
1390 - サリサ
1391 - サリサ
1400 - シルファ
1401 - シルファ
1410 - オギ
1411 - オギ
1420 - エルノア
1421 - エルノア
1430 - エリ
1431 - エリ
1440 - カイ
1441 - カイ
1450 - フロウウェン
1451 - フロウウェン
1460 - アリサ
1461 - アリサ
1470 - アッシュ
1471 - アッシュ
1480 - ルーラ
1481 - ルーラ
1490 - キリーク
1491 - キリーク
1500 - ネイ
1501 - ネイ
1510 - ルピカ
1511 - ルピカ
1520 - カレン
1521 - カレン
1530 - マガシ
1531 - マガシ
1540 - ヒューガ
1541 - ヒューガ
1550 - シズル
1551 - シズル
1560 - ライア
1561 - ライア
1570 - タイラー
1571 - タイラー
1580 - ルミア
1581 - ルミア
1590 - ルゥ
1591 - ルゥ
1600 - イーサン
1601 - イーサン
1610 - エミリア
1611 - エミリア
1620 - ヴィヴィアン
1621 - ヴィヴィアン
1630 - ナギサ
1631 - ナギサ
1640 - ジゼル
1641 - ジゼル
1650 - リンジー
1651 - リンジー
1660 - ステラ
1661 - ステラ
1670 - ウィンディス
1671 - ウィンディス
1680 - ユリィ
1681 - ユリィ
1690 - ジャスパー
1691 - ジャスパー
1701 - 上条当麻
1711 - 御坂美琴
1721 - アクセラレータ
1730 - ゼフェット
1731 - ゼフェット
1750 - M.A.R.S.
1751 - M.A.R.S.
1770 - クロフォード
1771 - クロフォード
1780 - ラン
1781 - ラン
1790 - コオリ
1791 - コオリ
1800 - シバ
1801 - シバ
1810 - マトイ
1811 - マトイ
1820 - カトリ
1821 - カトリ
1830 - ハリエット
1831 - ハリエット
1840 - ストラトス
1841 - ストラトス
1850 - アルマ
1851 - アルマ
1860 - ペルソナ・エルミル
1861 - ペルソナ・エルミル
1870 - ダークファルス【敗者】
1871 - ダークファルス【敗者】
1880 - ダークファルス【双子】
1881 - ダークファルス【双子】
1891 - リムル=テンペスト
1901 - ミリム・ナーヴァ
1911 - ソニック
1921 - シャドウ
1931 - テイルス
1940 - ローザリンデ
1941 - ローザリンデ
1950 - アベーユ
1951 - アベーユ
1960 - ジェネ
1961 - ジェネ
1970 - ゾラ
1971 - ゾラ
1980 - メリッサ
1981 - メリッサ
1990 - オデット
1991 - オデット
2001 - 博麗霊夢
2011 - 霧雨魔理沙
2021 - フランドール・スカーレット
2031 - レミリア・スカーレット
2041 - 十六夜咲夜
2051 - チルノ
2061 - ユミア
2071 - ハリエット
2081 - マトイ
2091 - イオ
2101 - セラフィ
2110 - グレト・ラッピー
2111 - グレト・ラッピー
2120 - マノン
2121 - マノン
2130 - アイナ
2131 - アイナ
2140 - ラッピー
2141 - ラッピー
2150 - グレン
2151 - グレン
2160 - キングカプタン
2161 - キングカプタン
2170 - カヌイ
2171 - カヌイ
2180 - ファリア
2181 - ファリア
2191 - アリス
2201 - ミャオ
2210 - アリサ
2211 - アリサ
2220 - ティア
2221 - ティア
2230 - RINA
2231 - RINA
2240 - パティ
2241 - パティ
2250 - A.I.S
2251 - A.I.S
2260 - アイカ
2261 - アイカ
2270 - イツキ
2271 - イツキ
2280 - マトイ・ヴィエル
2281 - マトイ・ヴィエル
2290 - せんとらるっ！　アイナ
2291 - せんとらるっ！　アイナ
2300 - せんとらるっ！　マノン
2301 - せんとらるっ！　マノン
2310 - せんとらるっ！　ブルーダー
2311 - せんとらるっ！　ブルーダー
2321 - クーナ
2331 - マザー
2341 - アネット
2351 - アフタル
2361 - ティア
2371 - パティ
2380 - フーリエ＆リリーパ族
2381 - フーリエ＆リリーパ族
2390 - オーザ
2391 - オーザ
2400 - フィルディア
2401 - フィルディア
2410 - タマヒメ
2411 - タマヒメ
2420 - ウィンディス
2421 - ウィンディス
2430 - アーデム
2431 - アーデム
2440 - シュトラーダ
2441 - シュトラーダ
2450 - アザナミ
2451 - アザナミ
2460 - メルフォンシーナ
2461 - メルフォンシーナ
2470 - ルティナ
2471 - ルティナ
2480 - マールー
2481 - マールー
2490 - クーナ
2491 - クーナ
2500 - イオ
2501 - イオ
2510 - デュナ
2511 - デュナ
2520 - ステラ
2521 - ステラ
2530 - ヒツギ
2531 - ヒツギ
2540 - ファルス・アーム
2541 - ファルス・アーム
2550 - アポス・ドリオス
2551 - アポス・ドリオス
2560 - シバ
2561 - シバ
2581 - アザナミ
2591 - メルフォンシーナ
2601 - マールー
2611 - イオ
90030 - メッセージパック
90031 - メッセージパック
90040 - ヴィヴィアン
90041 - ヴィヴィアン
90060 - ジゼル
90061 - ジゼル
90070 - ジゼル
90071 - ジゼル
90080 - リンジー
90081 - リンジー
90090 - リンジー
90091 - リンジー
90100 - ステラ
90101 - ステラ
90110 - ステラ
90111 - ステラ
90120 - ウィンディス
90121 - ウィンディス
90130 - ウィンディス
90131 - ウィンディス
90140 - ユリィ
90141 - ユリィ
90150 - ユリィ
90151 - ユリィ
90160 - ジャスパー
90161 - ジャスパー
90170 - ジャスパー
90171 - ジャスパー
90180 - マガシ
90181 - マガシ
90190 - ローザリンデ
90191 - ローザリンデ
90200 - ローザリンデ
90201 - ローザリンデ
90210 - アベーユ
90211 - アベーユ
90220 - アベーユ
90221 - アベーユ
90230 - ジェネ
90231 - ジェネ
90240 - ジェネ
90241 - ジェネ
90250 - ゾラ
90251 - ゾラ
90260 - ゾラ
90261 - ゾラ
90270 - メリッサ
90271 - メリッサ
90280 - メリッサ
90281 - メリッサ
90290 - オデット
90291 - オデット
90300 - オデット
90301 - オデット
90310 - カヌイ特製オムライス
90311 - カヌイ特製オムライス
90320 - ファリア特製オムライス
90321 - ファリア特製オムライス
90330 - リリーパ族
90331 - リリーパ族
90340 - ウィンディス
90341 - ウィンディス
90350 - ウィンディス
90351 - ウィンディス
90360 - クーナ
90361 - クーナ
90370 - クーナ
90371 - クーナ
90380 - ステラ
90381 - ステラ
90390 - ステラ
90391 - ステラ
90420 - デュナ
90421 - デュナ
90430 - アポス・ドリオス
90431 - アポス・ドリオス

Group 1
10 - Jann
11 - Jann
20 - Anciano Lilipan
21 - Anciano Lilipan
30 - Deeg
31 - Deeg
40 - Hola
41 - Hola
50 - Ti Mobu
51 - Ti Mobu
60 - pati
61 - pati
70 - Zenón
71 - Zenón
80 - catredán
81 - catredán
90 - Hitsugi
91 - Hitsugi
100 - Hola-Loga
101 - Hola-Loga
110 - Klariskrays
111 - Klariskrays
120 - huey
121 - huey
130 - Hans
131 - Hans
140 - reda
141 - reda
150 - cofy
151 - cofy
160 - lotty
161 - lotty
170 - Lavare
171 - Lavare
180 - Cabracán
181 - Cabracán
190 - tia
191 - tia
200 - Eco
201 - Eco
210 - quna
211 - quna
220 - yo
221 - yo
230 - María
231 - María
240 - Oza
241 - Oza
250 - rojío
251 - rojío
260 - ulku
261 - ulku
270 - Serafia
271 - Serafia
280 - croto
281 - croto
290 - Melfonseana
291 - Melfonseana
300 - quna
301 - quna
310 - xiao
311 - xiao
320 - katori
321 - katori
330 - lutero
331 - lutero
340 - casra
341 - casra
350 - Afín
351 - Afín
360 - arkuma
361 - arkuma
370 - Lilipan
371 - Lilipan
380 - Fourie
381 - Fourie
390 - Zig
391 - Zig
400 - Xiera
401 - Xiera
410 - risa
411 - risa
420 - ruberto
421 - ruberto
430 - nyau
431 - nyau
440 - Gettemhult
441 - Gettemhult
450 - regio
451 - regio
460 - Zenón
461 - Zenón
470 - xión
471 - xión
480 - Wright
481 - Wright
490 - Margarita
491 - Margarita
500 - aki
501 - aki
510 - rapero
511 - rapero
520 - Marlú
521 - Marlú
530 - azanami
531 - azanami
540 - matoi
541 - matoi
550 - Sukunahime
551 - Sukunahime
560 - hariette
561 - hariette
570 - Madre
571 - Madre
580 - Dudu
581 - Dudu
590 - Dagán
591 - Dagán
600 - El Dagán
601 - El Dagán
610 - Bárbara
611 - Bárbara
620 - teodoro
621 - teodoro
630 - El Arda
631 - El Arda
640 - sara
641 - sara
650 - Cuchronahda
651 - Cuchronahda
660 - teodoro
661 - teodoro
670 - Decoración Maryuda
671 - Decoración Maryuda
680 - matoi
681 - matoi
690 - haddred
691 - haddred
700 - Falz Oscuro [Anciano]
701 - Falz Oscuro [Anciano]
710 - filia
711 - filia
720 - José
721 - José
730 - Klariskrays de segunda generación
731 - Klariskrays de segunda generación
740 - faleg
741 - faleg
750 - Ellisyn
751 - Ellisyn
760 - Rukias
761 - Rukias
770 - Visar
771 - Visar
780 - Clon de Klariskrays
781 - Clon de Klariskrays
790 - Laguna
791 - Laguna
800 - camello
801 - camello
810 - Adderley
811 - Adderley
820 - shiro
821 - shiro
830 - Enrique
831 - Enrique
840 - Burroughs
841 - Burroughs
850 - makoto
851 - makoto
860 - Jerez
861 - Jerez
870 - Eco
871 - Eco
880 - Sandor
881 - Sandor
890 - Velge
891 - Velge
900 - clark
901 - clark
910 - Dark Falz [Aprendiz]
911 - Dark Falz [Aprendiz]
920 - Rudith
921 - Rudith
930 - isaac
931 - isaac
940 - garous
941 - garous
950 - Ko'Rela
951 - Ko'Rela
960 - niels
961 - niels
970 - helen
971 - helen
980 - cycronahda
981 - cycronahda
990 - Belyaev
991 - Belyaev
1000 - Dark Falz [Persona]
1001 - Dark Falz [Persona]
1010 - Aina
1011 - Aina
1020 - taivas
1021 - taivas
1030 - Cañada
1031 - Cañada
1040 - Corrió
1041 - Corrió
1050 - Tuuli
1051 - Tuuli
1060 - Aina
1061 - Aina
1070 - Manón
1071 - Manón
1080 - Kanui
1081 - Kanui
1090 - kukká
1091 - kukká
1100 - Aina
1101 - Aina
1110 - ilma
1111 - ilma
1120 - Nadereh
1121 - Nadereh
1130 - meri
1131 - meri
1140 - Manón
1141 - Manón
1150 - faria
1151 - faria
1170 - Moá
1171 - Moá
1180 - Vengador
1181 - Vengador
1190 - anette
1191 - anette
1200 - Atún Espacial
1201 - Atún Espacial
1210 - lin
1211 - lin
1220 - bruno
1221 - bruno
1230 - Kamuy gemelo
1231 - Kamuy gemelo
1240 - Ajtal
1241 - Ajtal
1250 - Kazami no Tachi
1251 - Kazami no Tachi
1260 - Gene
1261 - Gene
1270 - Nox Cadina
1271 - Nox Cadina
1280 - Yasminokov 8000C
1281 - Yasminokov 8000C
1290 - Unidad de tiro
1291 - Unidad de tiro
1300 - Jorshid
1301 - Jorshid
1310 - yamigarasu
1311 - yamigarasu
1321 - Shiki Tohno
1331 - Arcueid Brunestud
1340 - Demandar
1341 - Demandar
1350 - rico
1351 - rico
1360 - Rika
1361 - Rika
1370 - ana
1371 - ana
1380 - Romper
1381 - Romper
1390 - sarisa
1391 - sarisa
1400 - Sil'fer
1401 - Sil'fer
1410 - ogi
1411 - ogi
1420 - elenor
1421 - elenor
1430 - elly
1431 - elly
1440 - Kai
1441 - Kai
1450 - volado
1451 - volado
1460 - Alis
1461 - Alis
1470 - Ceniza
1471 - Ceniza
1480 - lura
1481 - lura
1490 - Kireek
1491 - Kireek
1500 - nei
1501 - nei
1510 - Rupika
1511 - Rupika
1520 - karen
1521 - karen
1530 - Magashi
1531 - Magashi
1540 - Hyūga
1541 - Hyūga
1550 - Shizuru
1551 - Shizuru
1560 - laia
1561 - laia
1570 - tylor
1571 - tylor
1580 - lumia
1581 - lumia
1590 - lou
1591 - lou
1600 - Ethan
1601 - Ethan
1610 - emilia
1611 - emilia
1620 - Viviana
1621 - Viviana
1630 - Nagisa
1631 - Nagisa
1640 - giselle
1641 - giselle
1650 - lindsey
1651 - lindsey
1660 - estela
1661 - estela
1670 - viento
1671 - viento
1680 - uli
1681 - uli
1690 - Jaspe
1691 - Jaspe
1701 - Kamijou Touma
1711 - Mikoto Misaka
1721 - Acelerador
1730 - Zefeto
1731 - Zefeto
1750 - MARTE.
1751 - MARTE.
1770 - Crawford
1771 - Crawford
1780 - Corrió
1781 - Corrió
1790 - kori
1791 - kori
1800 - shiva
1801 - shiva
1810 - matoi
1811 - matoi
1820 - katori
1821 - katori
1830 - hariette
1831 - hariette
1840 - estratos
1841 - estratos
1850 - Alma
1851 - Alma
1860 - Persona - Elmir
1861 - Persona - Elmir
1870 - Falz oscuro [Lutero]
1871 - Falz oscuro [Lutero]
1880 - Falz oscuro [Géminis]
1881 - Falz oscuro [Géminis]
1891 - Tempestad de Rimuru
1901 - Milim Nava
1911 - Sónico
1921 - Sombra
1931 - Cruz
1940 - rosalinda
1941 - rosalinda
1950 - abillete
1951 - abillete
1960 - Gene
1961 - Gene
1970 - zola
1971 - zola
1980 - Toronjil
1981 - Toronjil
1990 - Odette
1991 - Odette
2001 - Reimu Hakurei
2011 - Marisa Kirisame
2021 - Flandre Escarlata
2031 - Remilia Escarlata
2041 - sakuya izayoi
2051 - cirno
2061 - yumi
2071 - hariette
2081 - matoi
2091 - yo
2101 - Serafia
2110 - Gran rap
2111 - Gran rap
2120 - Manón
2121 - Manón
2130 - Aina
2131 - Aina
2140 - rapero
2141 - rapero
2150 - Cañada
2151 - Cañada
2160 - Rey Capitán
2161 - Rey Capitán
2170 - Kanui
2171 - Kanui
2180 - faria
2181 - faria
2191 - Alicia
2201 - Miao
2210 - Alis
2211 - Alis
2220 - tia
2221 - tia
2230 - rina
2231 - rina
2240 - pati
2241 - pati
2250 - AIS
2251 - AIS
2260 - Aika
2261 - Aika
2270 - itsuki
2271 - itsuki
2280 - Matoi Viel
2281 - Matoi Viel
