ui_qu_extra.text was created: 04-07-2026 10:44:40
Filesize is: 43872 bytes

ExtraCondition
Group 0
extra_assign - exq_$(0)
exq_EnemyAtkDown_010 - 攻撃力10%ダウン
exq_EnemyAtkDown_020 - 攻撃力20%ダウン
exq_EnemyAtkDown_030 - 攻撃力30%ダウン
exq_EnemyAtkDown_040 - 攻撃力40%ダウン
exq_EnemyAtkDown_050 - 攻撃力50%ダウン
exq_EnemyAtkDown_060 - 攻撃力60%ダウン
exq_EnemyAtkDown_070 - 攻撃力70%ダウン
exq_EnemyAtkDown_080 - 攻撃力80%ダウン
exq_EnemyAtkDown_090 - 攻撃力90%ダウン
exq_EnemyAtkUp_010 - 攻撃力10%アップ
exq_EnemyAtkUp_020 - 攻撃力20%アップ
exq_EnemyAtkUp_030 - 攻撃力30%アップ
exq_EnemyAtkUp_040 - 攻撃力40%アップ
exq_EnemyAtkUp_050 - 攻撃力50%アップ
exq_EnemyAtkUp_060 - 攻撃力60%アップ
exq_EnemyAtkUp_070 - 攻撃力70%アップ
exq_EnemyAtkUp_080 - 攻撃力80%アップ
exq_EnemyAtkUp_090 - 攻撃力90%アップ
exq_EnemyAtkUp_100 - 攻撃力100%アップ
exq_EnemyAtkUp_200 - 攻撃力200%アップ
exq_EnemyAtkUp_300 - 攻撃力300%アップ
exq_EnemyAtkUp_400 - 攻撃力400%アップ
exq_EnemyAtkUp_500 - 攻撃力500%アップ
exq_EnemyDefDown_010 - 防御力10%ダウン
exq_EnemyDefDown_020 - 防御力20%ダウン
exq_EnemyDefDown_030 - 防御力30%ダウン
exq_EnemyDefDown_040 - 防御力40%ダウン
exq_EnemyDefDown_050 - 防御力50%ダウン
exq_EnemyDefDown_060 - 防御力60%ダウン
exq_EnemyDefDown_070 - 防御力70%ダウン
exq_EnemyDefDown_080 - 防御力80%ダウン
exq_EnemyDefDown_090 - 防御力90%ダウン
exq_EnemyDefUp_010 - 防御力10%アップ
exq_EnemyDefUp_020 - 防御力20%アップ
exq_EnemyDefUp_030 - 防御力30%アップ
exq_EnemyDefUp_040 - 防御力40%アップ
exq_EnemyDefUp_050 - 防御力50%アップ
exq_EnemyDefUp_060 - 防御力60%アップ
exq_EnemyDefUp_070 - 防御力70%アップ
exq_EnemyDefUp_080 - 防御力80%アップ
exq_EnemyDefUp_090 - 防御力90%アップ
exq_EnemyHpUp_10 - HP10%アップ
exq_EnemyHpUp_20 - HP20%アップ
exq_EnemyHpUp_30 - HP30%アップ
exq_EnemyHpUp_40 - HP40%アップ
exq_EnemyHpUp_50 - HP50%アップ
exq_EnemyHpUp_60 - HP60%アップ
exq_EnemyHpUp_70 - HP70%アップ
exq_EnemyHpUp_80 - HP80%アップ
exq_EnemyHpUp_90 - HP90%アップ
exq_EnemyHpUp_100 - HP100%アップ
exq_EnemyHpUp_200 - HP200%アップ
exq_EnemyHpUp_300 - HP300%アップ
exq_EnemyHpUp_400 - HP400%アップ
exq_EnemyHpUp_500 - HP500%アップ
exq_EnemyHpDown_10 - HP10%ダウン
exq_EnemyHpDown_20 - HP20%ダウン
exq_EnemyHpDown_30 - HP30%ダウン
exq_EnemyHpDown_40 - HP40%ダウン
exq_EnemyHpDown_50 - HP50%ダウン
exq_EnemyHpDown_60 - HP60%ダウン
exq_EnemyHpDown_70 - HP70%ダウン
exq_EnemyHpDown_80 - HP80%ダウン
exq_EnemyHpDown_90 - HP90%ダウン
exq_ResistAll20% - 全体耐性20%アップ
exq_ResistAll20%Down - 全体耐性20%ダウン
exq_ResistAll40% - 全体耐性40%アップ
exq_ResistAll40%Down - 全体耐性40%ダウン
exq_ResistAll60% - 全体耐性60%アップ
exq_ResistAll60%Down - 全体耐性60%ダウン
exq_ResistAll80% - 全体耐性80%アップ
exq_ResistAll80%Down - 全体耐性80%ダウン
exq_ResistDarkDown - 闇耐性ダウン大
exq_ResistDarkDown_low - 闇耐性ダウン小
exq_ResistDarkUp - 闇耐性アップ大
exq_ResistDarkUp_low - 闇耐性アップ小
exq_ResistFirearm20% - 射撃耐性20%アップ
exq_ResistFirearm20%Down - 射撃耐性20%ダウン
