qst_1180320020.text was created: 04-07-2026 10:44:37
Filesize is: 91936 bytes

MainText
Group 0
name010 - ナズーン
text010 - ……な、なぜか出てきたエネミーを倒したところで、<br>“４択”クイズの時間です！
text011 - ４つのなかから、<br>正解だと思う足場に、向かってください。
text020 - それでは、問題です。<br>……じゃん！
text030 - 正解だと思う足場に向かってください！<br>レッツ、シンキング！
text040 - タイムアーップ！
text050 - 続いての問題です。<br>……じゃん！
text060 - それでは、最後の問題です。<br>……じゃん！
text080 - “４択”クイズは、これで終了です。<br>次のクイズ会場に移動しましょう！

Group 1
name010 - Nazun
text010 - Uhh, moving on from the enemy that appeared out of nowhere,<br>it's time for "multiple choice"!
text011 - Out of four possible answers, go to the one you think is correct.
text020 - Now, here's the first question... Ba-dum!
text030 - Go to the answer you think is correct! Put your thinking caps on!
text040 - Time's up!
text050 - Here's the next question... Ba-dum!
text060 - Here comes the final question... Ba-dum!
text080 - That's the end of the "multiple choice" quiz!<br>Let's head to the next stage, now!


QuizText
Group 0
quiz00_01 - なし
quiz_correct - おめでとうございます！
quiz_incorrect - 残念……。
quiz01 - 問題<br><yellow>“N-グラインダー”は、<br>ひとつ“いくら”で換金できる？<c>
quiz01_01 - “N-グラインダー”は、
quiz01_02 - ひとつ“いくら”で換金できる？
quize01_select1 - 30N-メセタ
quize01_select2 - 40N-メセタ
quize01_select3 - 50N-メセタ
quize01_select4 - 60N-メセタ
quize01_answer - 正解は……、<br><red>40N-メセタ<c>でした！
quiz02 - 問題<br><yellow>クヴァリスの五つ子のうち、<br>“次男の名前”は？<c>
quiz02_01 - クヴァリスの五つ子のうち、
quiz02_02 - “次男の名前”は？
quize02_select1 - タイヴァス
quize02_select2 - イルマ
quize02_select3 - トゥーリ
quize02_select4 - クッカ
quize02_answer - 正解は……、<br><red>トゥーリ<c>でした！
quiz03 - 問題<br><yellow>クヴァリスの“五つ子でない”のは？
quiz03_01 - クヴァリスの“五つ子でない”のは？
quize03_select1 - レソ
quize03_select2 - メリ
quize03_select3 - イルマ
quize03_select4 - クッカ
quize03_answer - 正解は……、<br><red>レソ<c>でした！
quiz04 - 問題<br><yellow>アイナの“父親の名前”は？
quiz04_01 - アイナの“父親の名前”は？
quize04_select1 - ガロア
quize04_select2 - ブルーダー
quize04_select3 - クロフォード
quize04_select4 - ライサス
quize04_answer - 正解は……、<br><red>ガロア<c>でした！
quiz5 - 問題<br><yellow>鉱石“ブリザーディアム”が<br>“入手できる場所”は？
quiz05_01 - 鉱石“ブリザーディアム”が
quiz05_02 - “入手できる場所”は？
quize05_select1 - イハナ山
quize05_select2 - ラトヴァ山
quize05_select3 - ピコット山
quize05_select4 - マグナス山
quize05_answer - 正解は……、<br><red>イハナ山<c>でした！
quiz6 - 問題<br><yellow>“ステラーグレイス回収作戦”で、<br>回収できる“ステラーグレイスの数”は？
quiz06_01 - “ステラーグレイス回収作戦”で、
quiz06_02 - 回収できる“ステラーグレイスの数”は？
quize06_select1 - 30
quize06_select2 - 10
quize06_select3 - 20
quize06_select4 - 40
quize06_answer - 正解は……、<br><red>30<c>でした！
quiz7 - 問題<br><yellow>クヴァリスの五つ子のうち、<br>タイヴァスの“ジャケットの色”は？
quiz07_01 - クヴァリスの五つ子のうち、
