object_common.text was created: 04-07-2026 10:44:39
Filesize is: 14480 bytes

ObjectName
Group 0
ob_ep01_hv_mango - ソーテピッチ
ob_ep01_hv_banana - ソーテバナン
ob_ep01_hv_apple - ソーテアッポウ
ob_ep01_hv_pear - ソーテナッシィ
ob_5000_0388 - レスタサイン
ob_5000_0470 - リバーサーサイン
ob_5000_0601 - モノタイト
ob_5000_0603 - デュアロマイト
ob_5000_0605 - ソッドサザイエ
ob_5000_0819 - ソッドアザーリ
ob_5000_0820 - ソウカブラナ
ob_5000_0821 - ソウマシュル
ob_5000_0862 - ソッドクラーブ
ob_5000_0889 - ソッドローブス
ob_5000_0972 - ソウハーヴ
ob_5000_0973 - ソウトマーテ
ob_5000_0967 - フォトンチャンク
ob_5000_0968 - トライナイト
ob_5000_0969 - フォトンクォーツ
ob_5000_2341 - テドラサイト
ob_5000_2342 - フォトンスケイル
ob_5000_4063 - ペンドライト
ob_5000_4064 - スノークス
ob_5000_4065 - ブリザーディアム
ob_5000_6197 - ヘクスカイト
ob_5000_6198 - インフェリウム
ob_9990_0010 - 輸送トラック
ob_9990_0017 - アイテムコンテナ[黒]
ob_9990_0017_Setter - アイテムコンテナ[黒]
ob_9990_0018 - アイテムコンテナ[緑]
ob_9990_0018_Setter - アイテムコンテナ[緑]
ob_9990_0021 - アイテムコンテナ[金]
ob_9990_0024_111020001 - 常勝のリージョンマグ
ob_9990_0024_111090001 - 練達のリージョンマグ
ob_9990_0024_111060001 - 千金のリージョンマグ
ob_9990_0024_112010001 - 常勝のリージョンマグ
ob_9990_0024_112020001 - 練達のリージョンマグ
ob_9990_0024_112040001 - 千金のリージョンマグ
ob_9990_0024_113010001 - 常勝のリージョンマグ（耐寒型）
ob_9990_0024_113020001 - 練達のリージョンマグ（耐寒型）
ob_9990_0024_113030001 - 千金のリージョンマグ（耐寒型）
ob_9990_0024_114010001 - 常勝のリージョンマグ
ob_9990_0024_114020001 - 練達のリージョンマグ
ob_9990_0024_114030001 - 千金のリージョンマグ
ob_9990_0025 - 訓練標的
ob_9990_0025_0001 - 訓練標的
ob_9990_0025_0002 - 訓練標的
ob_9990_0025_0003 - 訓練標的
ob_9990_0025_0004 - 訓練標的
ob_9990_0026 - 訓練標的
ob_9990_0026_0001 - 訓練標的
ob_9990_0026_0002 - 訓練標的
ob_9990_0026_0003 - 訓練標的
ob_9990_0026_0004 - 訓練標的
ob_9990_0038 - アイテムコンテナ[赤]
ob_9990_0053 - バリアポッド
ob_9990_0053_custom - バリアポッド
ob_9990_0035 - ドールズ管制機
ob_9990_0040 - ビーハイヴ
ob_9990_0050 - テンダール
ob_9990_0051 - 資源採掘リグ
ob_9990_0052 - プロテクトコンテナ
ob_9990_0054 - 資源採掘リグ
ob_9990_0055 - 資源採掘リグ
ob_9990_0056 - 資源採掘リグ
ob_9990_0057 - 資源採掘リグ
ob_9990_0063 - バックハック
ob_9990_0064 - バリゲールコア
ob_9990_0068 - メルドラーム
ob_9990_0078 - メガパニッシャー
ob_9990_0079 - パニッシャー
ob_9990_0080 - バニッシュブロック
ob_9990_0081 - バニッシュブロック
ob_9990_0082 - バニッシュブロック
ob_9990_0095 - 転送装置：トランザーヴ
ob_9990_0113 - 巨大氷柱
ob_9990_0116 - 水晶氷片
ob_9990_0123 - 水晶氷
ob_9990_0123_fixed - 水晶氷
ob_9990_0123_assort - 水晶氷
ob_9990_0131 - コールドフォトン
ob_9990_0134 - プロトパニッシャー
ob_9990_0135 - 氷雪竜巻
ob_9990_0146 - コールドフォトン
ob_9990_0146_story - コールドフォトン
ob_5000_4179 - ランダマイト
ob_5000_1314 - アニバーティチョーク
ob_9990_0115 - フローズンパニッシャー
ob_9990_0124 - ダッシュリング
ob_9990_0125 - ジャンプパネル
ob_9990_0126 - ボードターミナル
ob_9990_0132 - フローズンコンテナ
ob_9990_0137 - ドールズ輸送機
ob_9990_0138 - コンテナ
ob_9990_0157_0001 - 訓練標的
ob_9990_0158_0001 - 訓練標的
ob_9990_0139 - ？？？？
ob_9990_0008 - スコアシンボル
ob_9990_0029 - チェックポイント
ob_9990_0143 - レーシングコンソール
ob_9990_0144 - ダッシュリング
ob_9990_0145 - ジャンプパネル
ob_9990_0161 - フローティングパネル
ob_9990_0166 - スタンダードターゲット
ob_9990_0166_Move01 - スタンダードターゲット
ob_9990_0166_Move02 - スタンダードターゲット
ob_9990_0166_Move03 - スタンダードターゲット
ob_9990_0166_Move04 - スタンダードターゲット
ob_9990_0167 - エクストラターゲット
ob_9990_0167_Move01 - エクストラターゲット
ob_9990_0167_Move02 - エクストラターゲット
ob_9990_0167_Move03 - エクストラターゲット
ob_9990_0167_Move04 - エクストラターゲット
ob_9990_0177 - ダズルポッド
ob_9990_0177_leader - コントロールポッド
ob_9990_0175 - 自動要撃機：ゾンネル
ob_5000_1320 - グリーニルサイト
ob_9990_0191 - 訓練標的[フォトンブラスト破壊型]
ob_9990_0148 - 炎獄槍
ob_9990_0149 - 爆炎弾
ob_9990_0150 - 炎獄岩
ob_9990_0171 - 氷獄槍
ob_9990_0172 - 爆氷弾
ob_9990_0173 - 氷獄岩
ob_9990_0189 - 溶岩核
ob_9990_0190 - 溶岩核
ob_9990_0169 - 火山弾
ob_9990_0170 - 群鉱石
ob_6100_0014 - アイテムコンテナ[緑]
