od_020620077.text was created: 04-07-2026 7:35:00
Filesize is: 1456 bytes

Event1
Group 0
text01 - ＊＊＊
text02 - ＊＊＊
text03 - ＊＊＊
text04 - ＊＊＊
text05 - ＊＊＊
select01 - ＊＊＊
select02 - ＊＊＊
select03 - ＊＊＊
text06 - ＊＊＊
text07 - ＊＊＊
11_voice_NPC_5125_100 - ＊＊＊
text09 - ＊＊＊
text10 - ＊＊＊
text11 - ＊＊＊
text12 - ＊＊＊
text13 - ＊＊＊
11_voice_NPC_5125_105 - ＊＊＊
text15 - ＊＊＊
text16 - ＊＊＊
text17 - ＊＊＊
text18 - ＊＊＊
text19 - ＊＊＊
text20 - ＊＊＊
text21 - ＊＊＊
text22 - ＊＊＊
11_voice_NPC_5125_104 - ＊＊＊
text24 - ＊＊＊
text25 - ＊＊＊
text26 - ＊＊＊
text27 - ＊＊＊

Group 1
text01 - ＊＊＊
text02 - ＊＊＊
text03 - ＊＊＊
text04 - ＊＊＊
text05 - ＊＊＊
select01 - ＊＊＊
select02 - ＊＊＊
select03 - ＊＊＊
text06 - ＊＊＊
text07 - ＊＊＊
11_voice_NPC_5125_100 - ＊＊＊
text09 - ＊＊＊
text10 - ＊＊＊
text11 - ＊＊＊
text12 - ＊＊＊
text13 - ＊＊＊
11_voice_NPC_5125_105 - ＊＊＊
text15 - ＊＊＊
text16 - ＊＊＊
text17 - ＊＊＊
text18 - ＊＊＊
text19 - ＊＊＊
text20 - ＊＊＊
text21 - ＊＊＊
text22 - ＊＊＊
11_voice_NPC_5125_104 - ＊＊＊
text24 - ＊＊＊
text25 - ＊＊＊
text26 - ＊＊＊
text27 - ＊＊＊


