section,group,id,text
Alphabet,0,0003,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0004,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0007,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0009,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0010,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0011,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0012,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0018,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0024,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0025,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0026,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0027,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0028,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0029,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0030,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0031,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0032,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0037,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0038,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0039,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0040,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0045,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0048,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0054,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0057,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0060,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0061,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0075,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0076,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0077,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0079,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0080,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0081,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0082,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0083,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0084,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0085,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0087,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0088,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0090,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0093,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0094,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0095,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0098,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0099,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0100,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0101,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0102,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0103,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
Alphabet,0,0105,(˶˃ ᵕ ˂˶)(,,>﹏<,,)(⇀‸↼‶)
