section,group,id,text
AreaName,1,Area0S,Ejercicio: Travesía en tres direcciones
AreaName,1,Area0L,Ejercicio: Travesía en tres direcciones
AreaName,0,Area0S,想定演習：三路縦走戦
AreaName,0,Area0L,想定演習：三路縦走戦
Basic,1,Title,Ejercicio: Travesía en tres direcciones
Basic,1,Explanation,"Se trata de un ejercicio de entrenamiento no identificado, descubierto durante el análisis de datos de batalla. Se desconoce su creador, pero parece haber sido diseñado para evaluar la respuesta de los defensores de ARKS ante el enemigo, así como su percepción espacial y sus habilidades de juicio táctico."
Basic,0,Title,想定演習：三路縦走戦
Basic,0,Explanation,これは、バトルデータの調査中に発見された未確認の想定演習である。<br>作成者は不明だが、アークス各人のエネミーへの対応力とともに<br>空間把握能力や状況に応じた判断力を確認するために作成されたものと推測される。
QuestTarget,1,SimpleExplanation,Derrota al enemigo en la zona final.
QuestTarget,0,SimpleExplanation,最奥のエネミーを倒す
SuccessCondition,1,s0,Derrota al enemigo objetivo
SuccessCondition,0,s0,対象エネミーの撃破
TrialBeginDetail,1,normalMsg_1340830,Derrota al enemigo en la zona final.
TrialBeginDetail,0,normalMsg_1340830,最奥のエネミーを倒す
