section,group,id,text
CharaName,0,name01,？？？
CharaName,0,name02,？？？
CharaName,1,name01,???
CharaName,1,name02,???
CharaName,0,un_010400_0010,おっ、ご同輩か。<br>最近は、ナベリウスに来る<br>アークスも増えてきているんだな。
CharaName,0,un_010400_0020,この前のダーカー大発生までは<br>道中で誰かに会うなんて<br>ほとんどなかったんだぞ。
CharaName,0,un_010400_0030,ただ、多くのアークスがいるというのは<br>危険ということの証左でもある。<br>本来は、誰も来ない状態がベストだな。
CharaName,0,un_010400_0040,ま、オレたちとしては<br>飯の食い上げで困ってしまうが<br>平和で済むなら、その方がいい。
CharaName,0,un_010400_0050,ん？　オレと同じようなことを<br>言っているやつがいた？<br>それは気の合うことだな。
CharaName,1,un_010400_0010,"Oh, a new colleague, eh?<br>The number of ARKS operatives coming to<br>Naverius has been on the rise lately."
CharaName,1,un_010400_0020,"Before all the Falspawn showed up,<br>you could go for days without bumping<br>into a single soul."
CharaName,1,un_010400_0030,攀愀猀椀渀最 搀愀渀最攀爀⸀㰀戀爀㸀圀栀攀渀 琀栀椀渀最猀 眀攀爀攀 猀愀昀攀Ⰰ 渀漀戀漀搀礀 挀愀洀攀㰀戀爀㸀栀攀爀攀 愀琀 愀氀氀⸀
CharaName,1,un_010400_0040,our living<br>fighting the bad guys--it beats the<br>alternative.
CharaName,1,un_010400_0050,nice to know there<br>are other operatives out there who get it.
